ID2,ID1,Flag,SITENAME,LONDD,LATDD,tjan,tfeb,tmar,tapr,tmay,tjun,tjul,taug,tsep,toct,tnov,tdec,pjan,pfeb,pmar,papr,pmay,pjun,pjul,paug,psep,poct,pnov,pdec,sjan,sfeb,smar,sapr,smay,sjun,sjul,saug,ssep,soct,snov,sdec,tave,tmax,tmin,gdd0,gdd5,chill,mtco,mtwa,mipt,aaetpt,apetpt,miptev,aaetptev,apetptev,miptdc,aaetptdc,apetptdc,totsnopt,annp,pjanpann,pjulpann,tmam,tjja,tson,tdjf,pmam,pjja,pson,pdjf,smam,sjja,sson,sdjf
3883,4598,,B33,-117.9333,73.4333,-32.4,-33.4,-31,-22.9,-10.9,0.2,4.3,2.2,-4.5,-14.3,-24.1,-28.4,7,6,6,8,8,12,22,25,16,11,6,6,20,42.3,57.8,61.1,46.8,50.5,49.6,37.8,23.1,15.3,19.8,9.7,-16.26666666666667,23.8,-48.2,181.5,0,365,-33.4,4.3,0.6785,132.875,195.841,0.8193,128.4,156.7242,0,0,0,97.6558,133,0.0526,0.1654,-21.6,2.2333333333333334,-14.3,-28.3,7.333333333333333,19.666666666666668,11,6.333333333333333,55.23333333333333,45.96666666666666,19.4,16.5
3884,4599,,B34,-118.2833,73.3833,-32.2,-33.1,-30.8,-22.6,-10.6,0.4,4.5,2.4,-4.3,-14.1,-23.8,-28.2,6,5,6,8,8,12,22,25,16,11,7,6,20.1,42.4,57.9,61.2,46.9,50.5,49.7,37.9,23.2,15.4,20,9.8,-16.033333333333335,23.9,-48.1,196.1,0,365,-33.1,4.5,0.6681,131.713,197.1524,0.8028,128.4864,160.0571,0,0,0,94.8003,132,0.0455,0.1667,-21.333333333333332,2.4333333333333336,-14.066666666666668,-28.066666666666666,7.333333333333333,19.666666666666668,11.333333333333334,6.333333333333333,55.333333333333336,46.03333333333333,19.533333333333335,16.633333333333336
3885,4600,,B35,-116.45,73.55,-32.5,-33.6,-31.1,-23.1,-10.8,0.4,4.5,2.5,-4.1,-14.1,-24.1,-28.6,5,4,5,6,7,10,20,23,15,11,5,4,19.3,41.7,57.6,60.9,47.9,51.3,50.5,38.5,23.8,14.9,19.4,9.1,-16.216666666666665,22.9,-48.8,198.9,0,365,-33.6,4.5,0.5835,114.8301,196.7798,0.7185,114.83,159.825,0,0,0,80.7585,115,0.0435,0.1739,-21.666666666666668,2.466666666666667,-14.1,-28.4,6,17.666666666666668,10.333333333333334,4.666666666666667,55.46666666666667,46.76666666666667,19.366666666666667,15.933333333333332
3886,4601,,B36,-116.4167,73.5833,-32.5,-33.6,-31.1,-23.1,-10.8,0.4,4.5,2.5,-4.1,-14.1,-24.1,-28.6,5,4,4,6,7,10,20,23,15,11,5,4,19.2,41.7,57.6,60.9,48,51.3,50.5,38.6,23.8,14.9,19.4,9.1,-16.216666666666665,22.9,-48.9,198.9,0,365,-33.6,4.5,0.5789,113.8462,196.6663,0.7123,113.8462,159.8239,0,0,0,79.7746,114,0.0439,0.1754,-21.666666666666668,2.466666666666667,-14.1,-28.4,5.666666666666667,17.666666666666668,10.333333333333334,4.666666666666667,55.5,46.8,19.366666666666667,15.9
3887,4602,,B37,-116.3333,73.7167,-32.6,-33.8,-31.3,-23.3,-11,0.2,4.4,2.4,-4.3,-14.4,-24.3,-28.8,5,4,4,6,7,10,20,23,14,11,5,4,19.1,41.6,57.6,60.9,47.9,51.2,50.4,38.4,23.6,14.8,19.3,9,-16.4,22,-49.3,189.7,0,365,-33.8,4.4,0.5752,112.8295,196.1715,0.7128,112.8294,158.2974,0,0,0,79.8278,113,0.0442,0.177,-21.866666666666664,2.3333333333333335,-14.333333333333334,-28.566666666666666,5.666666666666667,17.666666666666668,10,4.666666666666667,55.46666666666667,46.666666666666664,19.233333333333334,15.8
3888,4603,,B38,-116.3667,73.7667,-32.7,-33.8,-31.4,-23.4,-11.1,0.1,4.3,2.3,-4.4,-14.5,-24.4,-28.9,5,4,5,6,7,10,20,23,14,11,5,4,19.1,41.6,57.6,60.8,47.8,51.1,50.3,38.3,23.5,14.7,19.3,8.9,-16.491666666666667,21.8,-49.4,182.4,0,365,-33.8,4.3,0.5839,113.8134,194.9232,0.7301,113.813,155.8816,0,0,0,81.6663,114,0.0439,0.1754,-21.966666666666665,2.233333333333333,-14.433333333333332,-28.666666666666668,6,17.666666666666668,10,4.666666666666667,55.4,46.56666666666666,19.166666666666668,15.766666666666667
3889,4604,,B39,-116.55,73.8333,-32.7,-33.8,-31.4,-23.4,-11,0.2,4.3,2.2,-4.5,-14.6,-24.4,-28.9,5,4,5,6,7,10,20,23,14,11,5,4,19.1,41.5,57.6,60.9,47.7,51.1,50.2,38.2,23.5,14.7,19.3,8.9,-16.5,21.8,-49.5,181.5,0,365,-33.8,4.3,0.5796,113.8134,196.3642,0.7246,113.8131,157.0643,0,0,0,81.9221,114,0.0439,0.1754,-21.933333333333334,2.2333333333333334,-14.5,-28.666666666666668,6,17.666666666666668,10,4.666666666666667,55.4,46.5,19.166666666666668,15.766666666666667
3890,4605,,ISOETES SO,-44.35,59.9667,-4.3,-3.8,-3.3,0.1,3.6,6.2,8.3,8.3,5.8,2,-0.9,-3.3,152,137,121,138,114,120,105,130,163,133,149,148,12.1,21.1,31.8,36.9,36.2,38.5,37.5,39.3,36.1,31.3,22.4,12.3,1.5583333333333336,22.6,-27.8,1039.5,244.5,253,-4.3,8.3,0.3625,132.3487,365.0768,0.3606,131.2285,363.9565,0.3682,82.4477,223.9178,866.0895,1610,0.0944,0.0652,0.13333333333333344,7.6,2.3,-2.8333333333333335,124.33333333333333,118.33333333333333,148.33333333333334,149.66666666666666,34.96666666666667,38.43333333333333,29.933333333333337,15.6
3891,4606,,SPONGILLA SO,-44.35,59.9667,-4,-3.5,-3,0.4,3.8,6.4,8.5,8.5,6.1,2.3,-0.6,-3,151,137,121,138,114,120,104,130,163,133,148,148,12,21.1,31.9,37,36.4,38.7,37.8,39.6,36.3,31.4,22.5,12.3,1.825,22.5,-27.8,1089.8,269.7,248,-4,8.5,0.3707,136.729,368.8886,0.3706,136.6979,368.8575,0.3484,81.6377,234.3416,840.897,1607,0.094,0.0647,0.4,7.8,2.6,-2.533333333333333,124.33333333333333,118,148,149,35.1,38.7,30.066666666666663,15.6
3892,4607,,DREPANOCLADUS DAM,-44.2667,60.3333,-4.9,-4.4,-3.8,-0.2,3.6,6.2,8.3,8.2,5.6,1.5,-1.6,-4,143,129,115,131,109,114,101,124,155,126,140,141,11.7,21.3,32.3,37,35.9,38.1,37,38.9,36.1,31,22.1,11.7,1.2083333333333333,23.8,-27.5,1008.3,237.2,255,-4.9,8.3,0.3641,130.8546,359.413,0.3507,123.4341,351.9926,0.3384,74.4341,219.9575,845.8593,1528,0.0936,0.0661,-0.1333333333333333,7.566666666666666,1.8333333333333333,-3.5,118.33333333333333,113,140.33333333333334,141.33333333333334,35.06666666666666,38,29.73333333333333,15.166666666666666
3893,4608,,KLOFTSO,-44.2333,60.05,-5,-4.6,-4,-0.6,3,5.7,7.8,7.6,5.2,1.2,-1.8,-4.1,156,141,124,142,117,122,107,133,165,135,153,152,12,21,31.7,36.8,35.9,38.1,37.1,38.8,35.7,31.1,22.1,12.2,0.8666666666666667,22.2,-27.6,915.6,182.9,264,-5,7.8,0.3731,132.577,355.3265,0.3507,120.2414,342.8304,0.345,69.3134,200.9354,948.2064,1647,0.0947,0.065,-0.5333333333333332,7.033333333333334,1.5333333333333334,-3.633333333333333,127.66666666666667,120.66666666666667,151,153.66666666666666,34.8,38,29.633333333333336,15.433333333333332
3894,4609,,GALIUM KAER B,-43.5167,61.1667,-4.8,-4.5,-4.4,-0.9,2.8,5.2,7.5,7.7,5.3,1.3,-1.7,-3.8,167,162,137,158,129,120,95,117,171,140,134,155,10.3,19.5,31.1,36.7,38,41,40.9,42.8,37.4,31,22.1,11.1,0.8083333333333332,22.3,-29,891.1,168.1,268,-4.8,7.7,0.3555,125.3145,352.5414,0.3325,113.1228,340.2406,0.341,65.9122,193.271,1004.2095,1685,0.0991,0.0564,-0.8333333333333336,6.8,1.633333333333333,-3.4333333333333336,141.33333333333334,110.66666666666667,148.33333333333334,152,35.26666666666667,41.56666666666667,30.166666666666668,14.5
3895,4610,,COMARUM SO,-45.5333,61.1333,-7.3,-6.6,-5.6,-0.9,4.2,7.2,9.1,8.4,5,0,-3.7,-6.6,53,48,53,53,50,63,76,81,81,65,73,72,11.5,22.8,34.2,37.1,33.8,33.1,31.2,34,34.4,28.9,20.5,10,0.2666666666666668,21.9,-30.4,1027,289.1,252,-7.3,9.1,0.5318,181.8351,341.9521,0.5252,171.1991,325.9938,0.5119,114.158,223.005,403.0453,768,0.069,0.099,-0.7666666666666666,8.233333333333334,0.4333333333333333,-5.866666666666667,52,73.33333333333333,73,66,35.03333333333334,32.766666666666666,27.933333333333334,14
3896,4611,,KARRA,-50.5833,64.7667,-13.5,-13.9,-12.5,-6.8,0,4.1,6.4,5.3,1.3,-4.7,-9,-12.1,40,44,46,40,46,51,69,74,68,56,61,53,5.7,18.9,29.7,35,32.5,32,30.4,31.2,29.2,27.2,16.1,5.9,-4.616666666666666,21.7,-36.6,509,39.9,313,-13.9,6.4,0.3086,80.4768,260.7438,0.3205,76.2383,237.8642,0.0281,2.7025,96.0208,422.6176,648,0.0617,0.1065,-6.433333333333334,5.266666666666667,-4.133333333333334,-11.533333333333333,44,64.66666666666667,61.666666666666664,51.333333333333336,32.4,31.2,24.166666666666668,9.233333333333333
3897,4612,,JOHANNES IVERSEN SO,-50,64.4,-11,-11.4,-10.3,-5,1.2,4.9,7.2,6.3,2.9,-2.7,-6.6,-9.7,40,43,45,41,45,52,72,77,70,56,62,54,6.1,18.4,29.4,35.2,32.4,32.1,29.8,31,29.6,27.5,16.7,6.5,-2.85,19.8,-38.5,653.2,94.3,293,-11.4,7.2,0.3934,109.4814,278.3304,0.3869,99.573,257.3282,0.2234,29.9302,133.9756,390.203,657,0.0609,0.1096,-4.7,6.133333333333334,-2.1333333333333333,-9.1,43.666666666666664,67,62.666666666666664,52,32.333333333333336,30.96666666666667,24.6,9.766666666666666
3898,4613,,TERTE LAKE A,-51.9167,64.4667,-8,-8.4,-8.4,-3.9,0.9,4.4,7.1,6.9,4,-1,-4.2,-6.6,35,41,45,43,50,57,83,91,85,65,67,50,6.7,15.6,26.3,34.2,32.8,33.5,31.8,32.9,28.7,27.1,17.3,7.3,-1.433333333333333,23.1,-34.8,690.5,106,290,-8.4,7.1,0.3958,114.4661,289.228,0.4058,108.5751,267.5704,0.2994,40.4624,135.1253,383.5449,712,0.0492,0.1166,-3.8,6.133333333333333,-0.4,-6.266666666666667,46,77,72.33333333333333,50.666666666666664,31.1,32.73333333333333,24.366666666666664,10.433333333333334
3899,4614,,SARDLUP QUQU,-51.6833,64.4,-8.6,-9,-8.9,-4.3,0.7,4.3,7,6.6,3.5,-1.4,-4.7,-7.3,38,44,48,44,52,58,81,89,84,66,69,52,6.6,15.7,26.3,33.7,32.1,33,31.2,32,28.5,27.1,17.2,7.2,-1.8416666666666668,23.3,-34.6,652.7,91.2,296,-9,7,0.3803,108.4791,285.2306,0.3827,100.3673,262.2781,0.2243,28.0318,124.9815,411.3608,725,0.0524,0.1117,-4.166666666666667,5.966666666666666,-0.8666666666666667,-6.866666666666667,48,76,73,53,30.7,32.06666666666667,24.266666666666666,10.333333333333334
3900,4615,,ANGMAGSSALIK,-37.65,65.6,-7.9,-8.1,-8.3,-4.1,0.8,4.1,6.4,6.1,3.1,-1.1,-5.2,-7.7,115,99,100,74,63,52,50,64,82,86,97,103,3.6,15,29.9,33.3,34.7,34.4,36.4,39.9,35.2,19.9,8.8,3.1,-1.825,21.9,-30,605.5,58,304,-8.3,6.4,0.3043,87.3141,286.9178,0.269,71.4831,265.7428,0.0408,4.6914,115.1,729.2698,985,0.1168,0.0508,-3.8666666666666667,5.533333333333334,-1.0666666666666667,-6.933333333333334,79,55.333333333333336,88.33333333333333,105,32.63333333333333,36.9,21.3,5.166666666666667
3901,4616,,SERMERIUT B,-51.1333,69.2,-13.4,-14.4,-15.5,-8.4,0,5.1,8,6.8,2.3,-3.9,-8.1,-11.3,12,12,12,13,16,22,28,26,35,26,22,17,4.5,15.7,29.7,37.1,39.7,39.7,39.6,40.2,31,27.1,16.5,4.3,-4.4,20.1,-39.2,658.7,133.3,291,-15.5,8,0.5918,155.4504,262.6538,0.5845,143.3465,245.2614,0.4973,72.9834,146.7694,141.4483,241,0.0498,0.1162,-7.966666666666666,6.633333333333333,-3.233333333333333,-10.933333333333332,13.666666666666666,25.333333333333332,27.666666666666668,17,35.5,39.833333333333336,24.866666666666664,8.433333333333334
3902,4617,,HUGIN SO,-24.1167,70.7667,-15.3,-16.1,-15.7,-10.8,-3.2,2,4.2,4.2,-0.2,-6.2,-11.6,-14.1,44,35,34,26,19,24,26,41,50,52,46,44,2,14,28.2,38.9,38.6,37.1,38.1,36.9,33,24.1,13.5,2.1,-6.9,19.3,-27.2,298,0,365,-16.1,4.2,0.5923,129.4432,218.5473,0.5695,111.9552,196.6006,0,0,0,355.8713,441,0.0998,0.059,-9.9,3.466666666666667,-6,-13.666666666666666,26.333333333333332,30.333333333333332,49.333333333333336,44.666666666666664,35.23333333333333,37.36666666666667,23.53333333333333,5.866666666666667
3903,4618,,POTAMOGETON SO,-27.7333,70.95,-17.1,-17.8,-17.6,-12.7,-5,0.1,2.1,1.7,-2.9,-8.7,-13.5,-16.1,28,21,16,15,9,18,14,32,35,35,28,22,2.3,12.4,27.1,36.9,37.7,35.5,38.4,36.1,31.4,23.2,13,2.2,-8.958333333333336,16.8,-37.5,102.5,0,365,-17.8,2.1,0.6478,125.7247,194.0798,0.7033,116.0837,165.0481,0,0,0,247.5239,273,0.1026,0.0513,-11.766666666666666,1.3,-8.366666666666667,-15.566666666666668,13.333333333333334,21.333333333333332,32.666666666666664,26,33.9,36.666666666666664,22.53333333333333,5.833333333333333
3904,4619,,BRAMGAS SO,-28.0333,70.5167,-17.3,-17.9,-17.7,-12.9,-5.4,-0.5,1.4,1,-3.4,-9,-13.8,-16.3,35,26,22,20,13,22,18,37,39,40,34,28,2.7,12.5,26.4,35.9,36.9,34.5,37.5,35.3,30.5,22.6,12.9,2.5,-9.316666666666668,15.9,-21.8,56.6,0,365,-17.9,1.4,0.5829,110.4313,189.445,0.6651,103.5492,155.6785,0,0,0,312.6658,334,0.1048,0.053900000000000003,-12,0.6333333333333333,-8.733333333333334,-15.8,18.333333333333332,25.666666666666668,37.666666666666664,32.333333333333336,33.06666666666666,35.766666666666666,22,6.033333333333334
3905,4620,,MUNIN SO,-24.3667,71.1333,-15.9,-16.6,-16.3,-11.3,-3.6,1.9,4.2,4.1,-0.5,-6.7,-12,-14.6,40,31,30,23,16,21,23,38,45,47,41,39,1.9,14,28.8,39.6,39.2,37.5,38.8,37.3,33.5,24.7,13.6,2,-7.275,19.1,-17.2,287.9,0,365,-16.6,4.2,0.5903,127.3008,215.6599,0.5668,109.3292,192.8752,0,0,0,319.6541,394,0.1015,0.0584,-10.4,3.4,-6.4,-14.166666666666666,23,27.333333333333332,44.333333333333336,40,35.86666666666667,37.86666666666667,23.933333333333334,5.833333333333333
3906,4621,,PETERS BUGT SO,-20.05,75.3167,-22,-23.4,-22.6,-16.6,-6.4,0.6,3.6,2.8,-3.8,-12.5,-18.7,-21.1,29,17,25,15,8,11,16,22,17,19,17,23,2.2,9.8,34.4,46.7,45.2,40.9,42.6,37.3,35.6,31.1,11.1,1.9,-11.675,18.2,-40.1,182.9,0,365,-23.4,3.6,0.5915,112.3829,189.9835,0.6117,99.0729,161.9726,0,0,0,188.8426,219,0.1324,0.0731,-15.2,2.3333333333333335,-11.666666666666666,-20.6,16,16.333333333333332,17.666666666666668,23,42.1,40.266666666666666,25.933333333333334,5.066666666666666
3907,4622,,RUNDESO,-58.6,75.3667,-21.5,-23.4,-23.6,-16.4,-6,1,4.8,4.1,-1.9,-8.4,-14.1,-18.6,6,5,3,7,9,10,18,20,28,24,22,11,3.1,14.4,36.4,43.3,38.8,35.1,36.3,33.4,29.7,24.5,11.9,2,-10.333333333333336,17.6,-43.8,272.1,0,365,-23.6,4.8,0.5189,96.1485,185.3026,0.5858,96.1432,164.1182,0,0,0,122.9355,163,0.0368,0.1104,-15.333333333333334,3.3,-8.133333333333333,-18.066666666666666,6.333333333333333,16,24.666666666666668,13,39.5,34.93333333333334,22.033333333333335,5.666666666666667
3908,4623,,LANGESO,-58.6,75.3667,-21.5,-23.4,-23.6,-16.4,-6,1,4.8,4.1,-1.9,-8.4,-14.1,-18.6,6,5,3,7,9,10,18,20,28,24,22,11,3.1,14.4,36.4,43.3,38.8,35.1,36.3,33.4,29.7,24.5,11.9,2,-10.333333333333336,17.6,-43.8,272.1,0,365,-23.6,4.8,0.5189,96.1485,185.3026,0.5858,96.1432,164.1182,0,0,0,122.9355,163,0.0368,0.1104,-15.333333333333334,3.3,-8.133333333333333,-18.066666666666666,6.333333333333333,16,24.666666666666668,13,39.5,34.93333333333334,22.033333333333335,5.666666666666667
3909,4624,,QUQERTAT,-66.65,77.5,-25.3,-26.4,-26.7,-19.3,-7.7,0,3.3,2.4,-4.1,-12,-19,-23.4,11,9,9,9,11,11,20,23,23,21,17,12,1.6,9.5,38.2,44.4,41.6,37.4,36.4,28.3,32.6,25.2,8.9,0.9,-13.183333333333335,18.4,-45.1,152.8,0,365,-26.7,3.3,0.5204,87.8232,168.7589,0.6069,87.2318,143.7401,0,0,0,146.4913,176,0.0625,0.1136,-17.9,1.9,-11.7,-22.566666666666666,9.666666666666666,18,20.333333333333332,13.333333333333334,41.4,34.03333333333333,22.233333333333334,3.8
3910,4625,,SOMMERSO,-14.6667,81.5833,-28,-28.5,-28.1,-21.6,-9.5,-0.9,3.2,2,-7.9,-17.7,-23.6,-25.9,17,17,20,23,14,14,22,25,30,24,25,23,0,0,30.2,41.8,38.5,37.2,35,27.1,27.4,21.3,0,0,-15.541666666666666,16.3,-49.2,125.4,0,365,-28.5,3.2,0.5967,94.7971,158.8581,0.6056,77.4436,127.8894,0,0,0,226.8076,254,0.0669,0.0866,-19.733333333333334,1.4333333333333336,-16.4,-25.833333333333332,19,20.333333333333332,26.333333333333332,21.666666666666668,36.833333333333336,33.1,16.233333333333334,0
3911,4626,,KLARESO,-30.5667,82.1667,-28.6,-29.2,-28,-22.5,-7.4,2.3,6.1,4.9,-6.2,-19,-24.2,-27.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1,35.5,47,44.9,42.8,43.5,35.7,34.9,26.5,1.9,0,-14.958333333333334,17.5,-44.5,341.4,20.6,328,-29.2,6.1,0.0054,1.0164,189.2981,0.006,1.0164,170.1141,0,0,68.175,0.9615,1,0,0,-19.3,4.433333333333333,-16.466666666666665,-26.833333333333332,0,0,0.3333333333333333,0,42.46666666666667,40.666666666666664,21.1,0.6333333333333333
3912,4627,,GB02,-75.2833,55.1,-23.9,-23.5,-17.6,-7.5,1.1,7.3,11.2,10.6,6.1,0.4,-7.1,-18.7,34,27,31,31,42,67,81,97,98,74,63,40,26.7,39.9,43.6,43.8,37.3,39.2,38.9,36.7,23.7,16.8,13.6,20.1,-5.133333333333334,32.5,-50,1104.4,431.3,256,-23.9,11.2,0.7598,276.6741,364.1432,0.771,253.9526,329.3647,0.7969,191.3008,240.0704,303.8902,685,0.0496,0.1182,-8,9.7,-0.2,-16.566666666666666,34.666666666666664,81.66666666666667,78.33333333333333,45.666666666666664,41.56666666666667,38.266666666666666,18.033333333333335,20.133333333333336
3913,4628,,EC01,-75.25,55.1167,-23.7,-23.5,-17.5,-7.4,1.3,7.2,11.1,10.6,6.3,0.7,-6.8,-18.4,32,25,29,30,40,64,79,94,96,73,63,39,26.2,40,43.7,43.6,37.5,39.4,39,36.6,23.8,17.1,13.4,19.2,-5.008333333333334,32.7,-49.4,1113.5,430.5,254,-23.7,11.1,0.7921,288.7031,364.4857,0.8025,265.0002,330.2213,0.7761,187.6888,241.8456,289.5635,664,0.0482,0.119,-7.866666666666666,9.633333333333333,0.06666666666666672,-16.3,33,79,77.33333333333333,44.666666666666664,41.6,38.333333333333336,18.1,19.6
3914,4629,,LB02,-75.6,57.9,-24.4,-24.9,-20.2,-10.5,-1.6,4.6,9.1,8.7,4.7,-0.8,-7.8,-18.8,24,20,22,25,32,49,65,79,76,59,51,32,24.3,40.1,44.5,43.4,30.8,35.2,37.6,34.5,22.4,14.7,12.6,16.7,-6.825,28.7,-47.5,802.7,230.2,278,-24.9,9.1,0.8801,268.3936,304.9488,0.8923,243.9069,273.3557,0.8327,146.5834,176.0262,264.6514,534,0.0449,0.1217,-10.766666666666666,7.466666666666666,-1.3,-17,26.333333333333332,64.33333333333333,62,35.666666666666664,39.56666666666667,35.76666666666667,16.566666666666666,17.866666666666664
3915,4630,,LT1A,-75.15,59.1417,-24.3,-24.9,-20.6,-11.3,-2.4,4,8.6,8.1,4,-1.4,-8.3,-18.8,21,18,19,23,29,43,59,71,66,53,45,29,21.7,38.5,44.5,44.3,29.3,34.4,38,35,22.4,14.5,12.2,14.3,-7.275,27.5,-46.6,719.1,182.7,287,-24.9,8.6,0.8998,259.5032,288.4139,0.9098,235.2184,258.526,0.8592,134.9049,157.0044,247.3555,476,0.0441,0.1239,-11.433333333333335,6.9,-1.9,-17.133333333333336,23.666666666666668,57.666666666666664,54.666666666666664,31.666666666666668,39.36666666666667,35.8,16.366666666666664,16.066666666666666
3916,4631,,HOU1,-66.7667,54.7167,-23.7,-22.2,-15.9,-7.4,0.9,8.1,12.2,10.7,5.1,-1.7,-9.4,-19.9,48,40,45,48,50,75,100,93,92,75,68,53,33.2,41.2,41.6,39.7,37.9,36,37.2,37.1,25.6,19.8,18.3,26.4,-5.266666666666667,30.1,-49.9,1102.5,466.7,260,-23.7,12.2,0.8456,312.1109,369.0799,0.8717,285.7323,327.7696,0.8289,197.8268,238.652,407.0668,787,0.061,0.1271,-7.466666666666668,10.333333333333332,-2,-17.666666666666668,47.666666666666664,89.33333333333333,78.33333333333333,56.333333333333336,39.73333333333334,36.76666666666667,21.233333333333334,25.96666666666667
3917,4632,,HOU2,-66.7667,54.7167,-23.7,-22.2,-15.9,-7.4,0.9,8.1,12.2,10.7,5.1,-1.7,-9.4,-19.9,48,40,45,48,50,75,100,93,92,75,68,53,33.2,41.2,41.6,39.7,37.9,36,37.2,37.1,25.6,19.8,18.3,26.4,-5.266666666666667,30.1,-49.9,1102.5,466.7,260,-23.7,12.2,0.8456,312.1109,369.0799,0.8717,285.7323,327.7696,0.8289,197.8268,238.652,407.0668,787,0.061,0.1271,-7.466666666666668,10.333333333333332,-2,-17.666666666666668,47.666666666666664,89.33333333333333,78.33333333333333,56.333333333333336,39.73333333333334,36.76666666666667,21.233333333333334,25.96666666666667
3918,4633,,HOU3,-66.7667,54.7167,-23.7,-22.2,-15.9,-7.4,0.9,8.1,12.2,10.7,5.1,-1.7,-9.4,-19.9,48,40,45,48,50,75,100,93,92,75,68,53,33.2,41.2,41.6,39.7,37.9,36,37.2,37.1,25.6,19.8,18.3,26.4,-5.266666666666667,30.1,-49.9,1102.5,466.7,260,-23.7,12.2,0.8456,312.1109,369.0799,0.8717,285.7323,327.7696,0.8289,197.8268,238.652,407.0668,787,0.061,0.1271,-7.466666666666668,10.333333333333332,-2,-17.666666666666668,47.666666666666664,89.33333333333333,78.33333333333333,56.333333333333336,39.73333333333334,36.76666666666667,21.233333333333334,25.96666666666667
3919,4634,,RB6A,-76.1467,57.7347,-24.3,-24.9,-20.2,-10.3,-1.4,4.7,9.2,8.9,4.9,-0.3,-7.4,-18.5,22,18,20,24,31,47,64,78,76,59,51,31,25,41.1,44.7,43,31,35.5,37.7,34.3,22.6,15.1,12.8,16.8,-6.633333333333333,29.1,-47.2,828.9,243.4,276,-24.9,9.2,0.8999,276.9672,307.7812,0.9142,253.7124,277.514,0.8672,155.3858,179.1874,250.044,521,0.0422,0.1228,-10.633333333333333,7.6,-0.9333333333333332,-16.733333333333334,25,63,62,34.666666666666664,39.56666666666667,35.833333333333336,16.833333333333332,18.2
3920,4635,,Nunato 1,-43.0933,60.09,-3.2,-2.9,-2.6,0.3,3.2,5.7,7.9,8,6,2.5,-0.1,-2.2,211,191,160,189,152,151,117,157,210,171,193,193,11.3,19.7,30.7,37,37.6,41.7,41,42.4,37.2,32.3,22.9,12.6,1.8833333333333335,24.2,-27.5,1023.3,214.6,256,-3.2,8,0.4269,157.9914,370.0851,0.4269,157.9914,370.0851,0.4221,92.1438,218.3241,1125.2842,2095,0.1007,0.0558,0.3,7.2,2.8,-1.8333333333333333,167,141.66666666666666,191.33333333333334,199,35.1,41.7,30.8,15.6
3921,4636,,Nunato 2,-43.0983,60.0933,-3.2,-2.9,-2.6,0.3,3.2,5.7,7.9,8,6,2.5,-0.1,-2.2,211,191,160,189,152,151,117,157,210,171,193,193,11.3,19.7,30.7,37,37.6,41.7,41,42.4,37.2,32.3,22.9,12.6,1.8833333333333335,24.2,-27.5,1023.3,214.6,256,-3.2,8,0.4537,167.8944,370.058,0.4537,167.8944,370.058,0.463,101.0751,218.3151,1125.2842,2095,0.1007,0.0558,0.3,7.2,2.8,-1.8333333333333333,167,141.66666666666666,191.33333333333334,199,35.1,41.7,30.8,15.6
3922,4637,,Prins Christians Sund,-43.1833,60.0367,-3.6,-3.3,-2.9,0,2.9,5.4,7.6,7.7,5.7,2.1,-0.5,-2.6,210,190,160,188,152,151,118,157,209,171,194,193,11.4,19.8,30.6,36.9,37.3,41.4,40.6,42,36.9,32.2,22.8,12.6,1.5416666666666667,23.9,-10.7,955.5,182.7,262,-3.6,7.7,0.4397,160.6648,365.4196,0.4397,160.6648,365.4196,0.4371,89.4548,204.6508,1167.6412,2093,0.1003,0.0564,0,6.9,2.4333333333333336,-2.2333333333333334,166.66666666666666,142,191.33333333333334,199,34.93333333333333,41.333333333333336,30.63333333333333,15.6
3923,4638,,Tornarssuk,-44.3833,59.9,-4.2,-3.7,-3.2,0.2,3.7,6.3,8.4,8.4,5.9,2.1,-0.8,-3.2,149,134,119,136,113,119,105,130,161,131,149,146,12.1,21.2,31.9,37,36.1,38.3,37.3,39.2,36,31.3,22.4,12.3,1.6583333333333332,23.6,-24.2,1060.2,255.8,251,-4.2,8.4,0.3852,141.1856,366.5164,0.384,140.4779,365.8087,0.3641,82.8348,227.5134,845.5485,1592,0.0936,0.066,0.2333333333333334,7.7,2.4,-2.733333333333333,122.66666666666667,118,147,148,35,38.266666666666666,29.9,15.6
3924,4639,,Tornarssuk,-44.3833,59.9,-4.2,-3.7,-3.2,0.2,3.7,6.3,8.4,8.4,5.9,2.1,-0.8,-3.2,149,134,119,136,113,119,105,130,161,131,149,146,12.1,21.2,31.9,37,36.1,38.3,37.3,39.2,36,31.3,22.4,12.3,1.6583333333333332,23.6,-24.2,1060.2,255.8,251,-4.2,8.4,0.3852,141.1856,366.5164,0.384,140.4779,365.8087,0.3641,82.8348,227.5134,845.5485,1592,0.0936,0.066,0.2333333333333334,7.7,2.4,-2.733333333333333,122.66666666666667,118,147,148,35,38.266666666666666,29.9,15.6
3925,4640,,Qernertoq,-43.5,59.9083,-4.3,-4,-3.6,-0.7,2.4,5,7.2,7.2,5,1.4,-1.3,-3.4,203,183,156,181,147,147,118,155,203,166,190,188,11.7,20,30.7,36.7,36.7,40.4,39.6,40.9,36.3,31.9,22.6,12.6,0.9083333333333333,23.3,-26,845.2,135.3,274,-4.3,7.2,0.4023,143.5629,356.8436,0.3979,140.9361,354.2167,0.3849,69.9373,181.7029,1209.3231,2037,0.0997,0.0579,-0.6333333333333333,6.466666666666666,1.7,-3,161.33333333333334,140,186.33333333333334,193.66666666666666,34.7,40.3,30.266666666666662,15.633333333333335
